"","year","track","artist","track_title","line","lyric","decade"
"1722","1988","""Graceland""","Paul Simon","Graceland",40,"Ooh","1980s"
"1723","1988","""Graceland""","Paul Simon","Graceland",41,"In Graceland, Graceland","1980s"
"1724","1988","""Graceland""","Paul Simon","Graceland",42,"I'm going to Graceland","1980s"
"1725","1988","""Graceland""","Paul Simon","Graceland",43,"For reasons I cannot explain","1980s"
"1726","1988","""Graceland""","Paul Simon","Graceland",44,"There's some part of me wants to see Graceland","1980s"
"1727","1988","""Graceland""","Paul Simon","Graceland",45,"And I may be obliged to defend","1980s"
"1728","1988","""Graceland""","Paul Simon","Graceland",46,"Every love, every ending","1980s"
"1729","1988","""Graceland""","Paul Simon","Graceland",47,"Or maybe there's no obligations now","1980s"
"1730","1988","""Graceland""","Paul Simon","Graceland",48,"Maybe I've a reason to believe","1980s"
"1731","1988","""Graceland""","Paul Simon","Graceland",49,"We all will be received in Graceland","1980s"
"1732","1988","""Graceland""","Paul Simon","Graceland",50,"(Ooh)","1980s"
"1733","1988","""Graceland""","Paul Simon","Graceland",51,"Woah","1980s"
"1734","1988","""Graceland""","Paul Simon","Graceland",52,"In Graceland, Graceland, Graceland","1980s"
"1735","1988","""Graceland""","Paul Simon","Graceland",53,"I'm going to Graceland","1980s"
"1736","1988","""Graceland""","Paul Simon","Graceland",54,NA,"1980s"
"1737","1988","""La Bamba""","Los Lobos","La Bamba",1,"Para bailar la bamba","1980s"
"1738","1988","""La Bamba""","Los Lobos","La Bamba",2,"Para bailar la bamba","1980s"
"1739","1988","""La Bamba""","Los Lobos","La Bamba",3,"Se necesita una poca de gracia","1980s"
"1740","1988","""La Bamba""","Los Lobos","La Bamba",4,"Una poca de gracia pa' mí pa' ti","1980s"
"1741","1988","""La Bamba""","Los Lobos","La Bamba",5,"Y arriba y arriba","1980s"
"1742","1988","""La Bamba""","Los Lobos","La Bamba",6,"Ay arriba y arriba","1980s"
"1743","1988","""La Bamba""","Los Lobos","La Bamba",7,"Por ti seré, por ti seré, por ti seré","1980s"
"1744","1988","""La Bamba""","Los Lobos","La Bamba",8,"Yo no soy marinero","1980s"
"1745","1988","""La Bamba""","Los Lobos","La Bamba",9,"Yo no soy marinero, soy capitán","1980s"
"1746","1988","""La Bamba""","Los Lobos","La Bamba",10,"Soy capitán, soy capitán","1980s"
"1747","1988","""La Bamba""","Los Lobos","La Bamba",11,"Bamba, bamba","1980s"
"1748","1988","""La Bamba""","Los Lobos","La Bamba",12,"Bamba, bamba","1980s"
"1749","1988","""La Bamba""","Los Lobos","La Bamba",13,"Bamba, bamba","1980s"
"1750","1988","""La Bamba""","Los Lobos","La Bamba",14,"Bamba","1980s"
"1751","1988","""La Bamba""","Los Lobos","La Bamba",15,"Para bailar la bamba","1980s"
"1752","1988","""La Bamba""","Los Lobos","La Bamba",16,"Para bailar la bamba","1980s"
"1753","1988","""La Bamba""","Los Lobos","La Bamba",17,"Se necesita una poca de gracia","1980s"
"1754","1988","""La Bamba""","Los Lobos","La Bamba",18,"Una poca de gracia pa' mí pa' ti","1980s"
"1755","1988","""La Bamba""","Los Lobos","La Bamba",19,"Ay y arriba y arriba","1980s"
"1756","1988","""La Bamba""","Los Lobos","La Bamba",20,"Para bailar la bamba","1980s"
"1757","1988","""La Bamba""","Los Lobos","La Bamba",21,"Para bailar la bamba","1980s"
"1758","1988","""La Bamba""","Los Lobos","La Bamba",22,"Se necesita una poca de gracia","1980s"
"1759","1988","""La Bamba""","Los Lobos","La Bamba",23,"Una poca de gracia pa' mí pa' ti","1980s"
"1760","1988","""La Bamba""","Los Lobos","La Bamba",24,"Y arriba y arriba","1980s"
"1761","1988","""La Bamba""","Los Lobos","La Bamba",25,"Ay arriba y arriba","1980s"
"1762","1988","""La Bamba""","Los Lobos","La Bamba",26,"Por ti seré, por ti seré, por ti seré","1980s"
"1763","1988","""La Bamba""","Los Lobos","La Bamba",27,"Bamba, bamba","1980s"
"1764","1988","""La Bamba""","Los Lobos","La Bamba",28,"Bamba, bamba","1980s"
"1765","1988","""La Bamba""","Los Lobos","La Bamba",29,"Bamba, bamba","1980s"
"1766","1988","""La Bamba""","Los Lobos","La Bamba",30,"Bamba, bamba","1980s"
"1767","1988","""I Still Haven't Found What I'm Looking For""","U2","I Still Haven’t Found What I’m Looking For",1,"I have climbed the highest mountains","1980s"
"1768","1988","""I Still Haven't Found What I'm Looking For""","U2","I Still Haven’t Found What I’m Looking For",2,"I have run through the fields","1980s"
"1769","1988","""I Still Haven't Found What I'm Looking For""","U2","I Still Haven’t Found What I’m Looking For",3,"Only to be with you","1980s"
"1770","1988","""I Still Haven't Found What I'm Looking For""","U2","I Still Haven’t Found What I’m Looking For",4,"Only to be with you","1980s"
"1771","1988","""I Still Haven't Found What I'm Looking For""","U2","I Still Haven’t Found What I’m Looking For",5,"I have run, I have crawled","1980s"
"1772","1988","""I Still Haven't Found What I'm Looking For""","U2","I Still Haven’t Found What I’m Looking For",6,"I have scaled these city walls","1980s"
"1773","1988","""I Still Haven't Found What I'm Looking For""","U2","I Still Haven’t Found What I’m Looking For",7,"These city walls","1980s"
"1774","1988","""I Still Haven't Found What I'm Looking For""","U2","I Still Haven’t Found What I’m Looking For",8,"Only to be with you","1980s"
"1775","1988","""I Still Haven't Found What I'm Looking For""","U2","I Still Haven’t Found What I’m Looking For",9,"But I still haven't found","1980s"
"1776","1988","""I Still Haven't Found What I'm Looking For""","U2","I Still Haven’t Found What I’m Looking For",10,"What I'm looking for","1980s"
"1777","1988","""I Still Haven't Found What I'm Looking For""","U2","I Still Haven’t Found What I’m Looking For",11,"But I still haven't found","1980s"
"1778","1988","""I Still Haven't Found What I'm Looking For""","U2","I Still Haven’t Found What I’m Looking For",12,"What I'm looking for","1980s"
"1779","1988","""I Still Haven't Found What I'm Looking For""","U2","I Still Haven’t Found What I’m Looking For",13,"I have kissed honey lips","1980s"
"1780","1988","""I Still Haven't Found What I'm Looking For""","U2","I Still Haven’t Found What I’m Looking For",14,"Felt the healing in her finger tips","1980s"
"1781","1988","""I Still Haven't Found What I'm Looking For""","U2","I Still Haven’t Found What I’m Looking For",15,"It burned like fire","1980s"
"1782","1988","""I Still Haven't Found What I'm Looking For""","U2","I Still Haven’t Found What I’m Looking For",16,"This burning desire","1980s"
"1783","1988","""I Still Haven't Found What I'm Looking For""","U2","I Still Haven’t Found What I’m Looking For",17,"I have spoke with the tongue of angels","1980s"
"1784","1988","""I Still Haven't Found What I'm Looking For""","U2","I Still Haven’t Found What I’m Looking For",18,"I have held the hand of a devil","1980s"
"1785","1988","""I Still Haven't Found What I'm Looking For""","U2","I Still Haven’t Found What I’m Looking For",19,"It was warm in the night","1980s"
"1786","1988","""I Still Haven't Found What I'm Looking For""","U2","I Still Haven’t Found What I’m Looking For",20,"I was cold as a stone","1980s"
"1787","1988","""I Still Haven't Found What I'm Looking For""","U2","I Still Haven’t Found What I’m Looking For",21,"But I still haven't found","1980s"
"1788","1988","""I Still Haven't Found What I'm Looking For""","U2","I Still Haven’t Found What I’m Looking For",22,"What I'm looking for","1980s"
"1789","1988","""I Still Haven't Found What I'm Looking For""","U2","I Still Haven’t Found What I’m Looking For",23,"But I still haven't found","1980s"
"1790","1988","""I Still Haven't Found What I'm Looking For""","U2","I Still Haven’t Found What I’m Looking For",24,"What I'm looking for","1980s"
"1791","1988","""I Still Haven't Found What I'm Looking For""","U2","I Still Haven’t Found What I’m Looking For",25,NA,"1980s"
"1792","1988","""I Still Haven't Found What I'm Looking For""","U2","I Still Haven’t Found What I’m Looking For",26,"I believe in the Kingdom Come","1980s"
"1793","1988","""I Still Haven't Found What I'm Looking For""","U2","I Still Haven’t Found What I’m Looking For",27,"Then all the colours will bleed into one","1980s"
"1794","1988","""I Still Haven't Found What I'm Looking For""","U2","I Still Haven’t Found What I’m Looking For",28,"Bleed into one","1980s"
"1795","1988","""I Still Haven't Found What I'm Looking For""","U2","I Still Haven’t Found What I’m Looking For",29,"But yes, I'm still running","1980s"
"1796","1988","""I Still Haven't Found What I'm Looking For""","U2","I Still Haven’t Found What I’m Looking For",30,"You broke the bonds and you loosed the chains","1980s"
"1797","1988","""I Still Haven't Found What I'm Looking For""","U2","I Still Haven’t Found What I’m Looking For",31,"Carried the cross of my shame","1980s"
"1798","1988","""I Still Haven't Found What I'm Looking For""","U2","I Still Haven’t Found What I’m Looking For",32,"Of my shame","1980s"
"1799","1988","""I Still Haven't Found What I'm Looking For""","U2","I Still Haven’t Found What I’m Looking For",33,"You know I believe it","1980s"
"1800","1988","""I Still Haven't Found What I'm Looking For""","U2","I Still Haven’t Found What I’m Looking For",34,"But I still haven't found","1980s"
"1801","1988","""I Still Haven't Found What I'm Looking For""","U2","I Still Haven’t Found What I’m Looking For",35,"What I'm looking for","1980s"
"1802","1988","""I Still Haven't Found What I'm Looking For""","U2","I Still Haven’t Found What I’m Looking For",36,"But I still haven't found","1980s"
"1803","1988","""I Still Haven't Found What I'm Looking For""","U2","I Still Haven’t Found What I’m Looking For",37,"What I'm looking for","1980s"
"1804","1988","""I Still Haven't Found What I'm Looking For""","U2","I Still Haven’t Found What I’m Looking For",38,"But I still haven't found","1980s"
"1805","1988","""I Still Haven't Found What I'm Looking For""","U2","I Still Haven’t Found What I’m Looking For",39,"What I'm looking for","1980s"
"1806","1988","""I Still Haven't Found What I'm Looking For""","U2","I Still Haven’t Found What I’m Looking For",40,"But I still haven't found","1980s"
"1807","1988","""I Still Haven't Found What I'm Looking For""","U2","I Still Haven’t Found What I’m Looking For",41,"What I'm looking for...","1980s"
"1808","1988","""I Still Haven't Found What I'm Looking For""","U2","I Still Haven’t Found What I’m Looking For",42,NA,"1980s"
"1809","1988","""Luka""","Suzanne Vega","Luka",1,"My name is Luka","1980s"
"1810","1988","""Luka""","Suzanne Vega","Luka",2,"I live on the second floor","1980s"
"1811","1988","""Luka""","Suzanne Vega","Luka",3,"I live upstairs from you","1980s"
"1812","1988","""Luka""","Suzanne Vega","Luka",4,"Yes, I think you've seen me before","1980s"
"1813","1988","""Luka""","Suzanne Vega","Luka",5,"If you hear something late at night","1980s"
"1814","1988","""Luka""","Suzanne Vega","Luka",6,"Some kind of trouble, some kind of fight","1980s"
"1815","1988","""Luka""","Suzanne Vega","Luka",7,"Just don't ask me what it was","1980s"
"1816","1988","""Luka""","Suzanne Vega","Luka",8,"Just don't ask me what it was","1980s"
"1817","1988","""Luka""","Suzanne Vega","Luka",9,"Just don't ask me what it was","1980s"
"1818","1988","""Luka""","Suzanne Vega","Luka",10,"I think it's 'cause I'm clumsy","1980s"
"1819","1988","""Luka""","Suzanne Vega","Luka",11,"I try not to talk too loud","1980s"
"1820","1988","""Luka""","Suzanne Vega","Luka",12,"Maybe it's because I'm crazy","1980s"
"1821","1988","""Luka""","Suzanne Vega","Luka",13,"I try not to act too proud","1980s"
"1822","1988","""Luka""","Suzanne Vega","Luka",14,"They only hit until you cry","1980s"
"1823","1988","""Luka""","Suzanne Vega","Luka",15,"And after that you don't ask why","1980s"
"1824","1988","""Luka""","Suzanne Vega","Luka",16,"You just don't argue anymore","1980s"
"1825","1988","""Luka""","Suzanne Vega","Luka",17,"You just don't argue anymore","1980s"
"1826","1988","""Luka""","Suzanne Vega","Luka",18,"You just don't argue anymore","1980s"
"1827","1988","""Luka""","Suzanne Vega","Luka",19,"Yes, I think I'm okay","1980s"
"1828","1988","""Luka""","Suzanne Vega","Luka",20,"Walked into the door again","1980s"
"1829","1988","""Luka""","Suzanne Vega","Luka",21,"Well, if you ask that's what I'll say","1980s"
"1830","1988","""Luka""","Suzanne Vega","Luka",22,"And it's not your business anyway","1980s"
"1831","1988","""Luka""","Suzanne Vega","Luka",23,"I guess I'd like to be alone","1980s"
"1832","1988","""Luka""","Suzanne Vega","Luka",24,"With nothing broken, nothing thrown","1980s"
"1833","1988","""Luka""","Suzanne Vega","Luka",25,"Just don't ask me how I am","1980s"
"1834","1988","""Luka""","Suzanne Vega","Luka",26,"Just don't ask me how I am","1980s"
"1835","1988","""Luka""","Suzanne Vega","Luka",27,"Just don't ask me how I am","1980s"
"1836","1988","""Luka""","Suzanne Vega","Luka",28,"My name is Luka","1980s"
"1837","1988","""Luka""","Suzanne Vega","Luka",29,"I live on the second floor","1980s"
"1838","1988","""Luka""","Suzanne Vega","Luka",30,"I live upstairs from you","1980s"
"1839","1988","""Luka""","Suzanne Vega","Luka",31,"Yes, I think you've seen me before","1980s"
"1840","1988","""Luka""","Suzanne Vega","Luka",32,"If you hear something late at night","1980s"
"1841","1988","""Luka""","Suzanne Vega","Luka",33,"Some kind of trouble, some kind of fight","1980s"
"1842","1988","""Luka""","Suzanne Vega","Luka",34,"Just don't ask me what it was","1980s"
"1843","1988","""Luka""","Suzanne Vega","Luka",35,"Just don't ask me what it was","1980s"
"1844","1988","""Luka""","Suzanne Vega","Luka",36,"Just don't ask me what it was","1980s"
"1845","1988","""Luka""","Suzanne Vega","Luka",37,"They only hit until you cry","1980s"
"1846","1988","""Luka""","Suzanne Vega","Luka",38,"And after that you don't ask why","1980s"
"1847","1988","""Luka""","Suzanne Vega","Luka",39,"You just don't argue anymore","1980s"
"1848","1988","""Luka""","Suzanne Vega","Luka",40,"You just don't argue anymore","1980s"
"1849","1988","""Luka""","Suzanne Vega","Luka",41,"You just don't argue anymore","1980s"
"1850","1988","""Back in the High Life Again""","Steve Winwood","Back in the High Life Again",1,"It used to seem to me","1980s"
"1851","1988","""Back in the High Life Again""","Steve Winwood","Back in the High Life Again",2,"That my life ran on too fast","1980s"
"1852","1988","""Back in the High Life Again""","Steve Winwood","Back in the High Life Again",3,"And I had to take it slowly","1980s"
"1853","1988","""Back in the High Life Again""","Steve Winwood","Back in the High Life Again",4,"Just to make the good parts last","1980s"
"1854","1988","""Back in the High Life Again""","Steve Winwood","Back in the High Life Again",5,"But when you're born to run","1980s"
"1855","1988","""Back in the High Life Again""","Steve Winwood","Back in the High Life Again",6,"It's so hard to just slow down","1980s"
"1856","1988","""Back in the High Life Again""","Steve Winwood","Back in the High Life Again",7,"So don't be surprised to see me","1980s"
"1857","1988","""Back in the High Life Again""","Steve Winwood","Back in the High Life Again",8,"Back in that bright part of town","1980s"
"1858","1988","""Back in the High Life Again""","Steve Winwood","Back in the High Life Again",9,"I'll be back in the high life again","1980s"
"1859","1988","""Back in the High Life Again""","Steve Winwood","Back in the High Life Again",10,"All the doors I closed one time","1980s"
"1860","1988","""Back in the High Life Again""","Steve Winwood","Back in the High Life Again",11,"Will open up again","1980s"
"1861","1988","""Back in the High Life Again""","Steve Winwood","Back in the High Life Again",12,"I'll be back in the high life again","1980s"
"1862","1988","""Back in the High Life Again""","Steve Winwood","Back in the High Life Again",13,"All the eyes that watched me once","1980s"
"1863","1988","""Back in the High Life Again""","Steve Winwood","Back in the High Life Again",14,"Will smile and take me in","1980s"
"1864","1988","""Back in the High Life Again""","Steve Winwood","Back in the High Life Again",15,"And I'll drink and dance with one hand free","1980s"
"1865","1988","""Back in the High Life Again""","Steve Winwood","Back in the High Life Again",16,"Let the world back into me","1980s"
"1866","1988","""Back in the High Life Again""","Steve Winwood","Back in the High Life Again",17,"And oh I'll be a sight to see","1980s"
"1867","1988","""Back in the High Life Again""","Steve Winwood","Back in the High Life Again",18,"Back in the high life again","1980s"
"1868","1988","""Back in the High Life Again""","Steve Winwood","Back in the High Life Again",19,"Girl you used to be the best","1980s"
"1869","1988","""Back in the High Life Again""","Steve Winwood","Back in the High Life Again",20,"To make life be life to me","1980s"
"1870","1988","""Back in the High Life Again""","Steve Winwood","Back in the High Life Again",21,"And I hope that you're still out there","1980s"
"1871","1988","""Back in the High Life Again""","Steve Winwood","Back in the High Life Again",22,"And you're like you used to be","1980s"
"1872","1988","""Back in the High Life Again""","Steve Winwood","Back in the High Life Again",23,"We'll have ourselves a time","1980s"
"1873","1988","""Back in the High Life Again""","Steve Winwood","Back in the High Life Again",24,"And we'll dance till the morning sun","1980s"
"1874","1988","""Back in the High Life Again""","Steve Winwood","Back in the High Life Again",25,"And we'll let the good times come in","1980s"
"1875","1988","""Back in the High Life Again""","Steve Winwood","Back in the High Life Again",26,"And we won't stop till we're done","1980s"
"1876","1988","""Back in the High Life Again""","Steve Winwood","Back in the High Life Again",27,"We'll be back in the high life again","1980s"
"1877","1988","""Back in the High Life Again""","Steve Winwood","Back in the High Life Again",28,"All the doors I closed one time","1980s"
"1878","1988","""Back in the High Life Again""","Steve Winwood","Back in the High Life Again",29,"Will open up again","1980s"
"1879","1988","""Back in the High Life Again""","Steve Winwood","Back in the High Life Again",30,"We'll be back in the high life again","1980s"
"1880","1988","""Back in the High Life Again""","Steve Winwood","Back in the High Life Again",31,"All the eyes that watched us once","1980s"
"1881","1988","""Back in the High Life Again""","Steve Winwood","Back in the High Life Again",32,"Will smile and take us in","1980s"
"1882","1988","""Back in the High Life Again""","Steve Winwood","Back in the High Life Again",33,"And we'll drink and dance with one hand free","1980s"
"1883","1988","""Back in the High Life Again""","Steve Winwood","Back in the High Life Again",34,"And have the world so easily","1980s"
"1884","1988","""Back in the High Life Again""","Steve Winwood","Back in the High Life Again",35,"And oh we'll be a sight to see","1980s"
"1885","1988","""Back in the High Life Again""","Steve Winwood","Back in the High Life Again",36,"Back in the high life again","1980s"
"1886","1988","""Back in the High Life Again""","Steve Winwood","Back in the High Life Again",37,"High life","1980s"
"1887","1988","""Back in the High Life Again""","Steve Winwood","Back in the High Life Again",38,"High life","1980s"
"1888","1988","""Back in the High Life Again""","Steve Winwood","Back in the High Life Again",39,"In the high life again","1980s"
"1889","1988","""Back in the High Life Again""","Steve Winwood","Back in the High Life Again",40,"We'll be back in the high life again","1980s"
"1890","1988","""Back in the High Life Again""","Steve Winwood","Back in the High Life Again",41,"All the doors I closed one time","1980s"
"1891","1988","""Back in the High Life Again""","Steve Winwood","Back in the High Life Again",42,"Will open up again","1980s"
"1892","1988","""Back in the High Life Again""","Steve Winwood","Back in the High Life Again",43,"We'll be back in the high life again","1980s"
"1893","1988","""Back in the High Life Again""","Steve Winwood","Back in the High Life Again",44,"All the eyes that watched us once","1980s"
"1894","1988","""Back in the High Life Again""","Steve Winwood","Back in the High Life Again",45,"Will smile and take us in","1980s"
"1895","1988","""Back in the High Life Again""","Steve Winwood","Back in the High Life Again",46,"And we'll drink and dance with one hand free","1980s"
"1896","1988","""Back in the High Life Again""","Steve Winwood","Back in the High Life Again",47,"And have the world so easily","1980s"
"1897","1988","""Back in the High Life Again""","Steve Winwood","Back in the High Life Again",48,"And oh we'll be a sight to see","1980s"
"1898","1988","""Back in the High Life Again""","Steve Winwood","Back in the High Life Again",49,"Back in the high life again","1980s"
"1899","1988","""Back in the High Life Again""","Steve Winwood","Back in the High Life Again",50,"High life","1980s"
"1900","1988","""Back in the High Life Again""","Steve Winwood","Back in the High Life Again",51,"Back in the high life","1980s"
"1901","1988","""Back in the High Life Again""","Steve Winwood","Back in the High Life Again",52,"Oh, we'll be back","1980s"
"1902","1989","""Don't Worry, Be Happy""","Bobby McFerrin","Don’t Worry, Be Happy",1,"Here's a little song I wrote","1980s"
"1903","1989","""Don't Worry, Be Happy""","Bobby McFerrin","Don’t Worry, Be Happy",2,"You might want to sing it note for note","1980s"
"1904","1989","""Don't Worry, Be Happy""","Bobby McFerrin","Don’t Worry, Be Happy",3,"Don't worry, be happy","1980s"
"1905","1989","""Don't Worry, Be Happy""","Bobby McFerrin","Don’t Worry, Be Happy",4,"In every life we have some trouble","1980s"
"1906","1989","""Don't Worry, Be Happy""","Bobby McFerrin","Don’t Worry, Be Happy",5,"But when you worry you make it double","1980s"
"1907","1989","""Don't Worry, Be Happy""","Bobby McFerrin","Don’t Worry, Be Happy",6,"Don't worry, be happy","1980s"
"1908","1989","""Don't Worry, Be Happy""","Bobby McFerrin","Don’t Worry, Be Happy",7,"Don't worry, be happy now","1980s"
"1909","1989","""Don't Worry, Be Happy""","Bobby McFerrin","Don’t Worry, Be Happy",8,"Don't worry, be happy","1980s"
"1910","1989","""Don't Worry, Be Happy""","Bobby McFerrin","Don’t Worry, Be Happy",9,"Don't worry, be happy","1980s"
"1911","1989","""Don't Worry, Be Happy""","Bobby McFerrin","Don’t Worry, Be Happy",10,"Don't worry, be happy","1980s"
"1912","1989","""Don't Worry, Be Happy""","Bobby McFerrin","Don’t Worry, Be Happy",11,"Don't worry, be happy","1980s"
"1913","1989","""Don't Worry, Be Happy""","Bobby McFerrin","Don’t Worry, Be Happy",12,"Ain't got no place to lay your head","1980s"
"1914","1989","""Don't Worry, Be Happy""","Bobby McFerrin","Don’t Worry, Be Happy",13,"Somebody came and took your bed","1980s"
"1915","1989","""Don't Worry, Be Happy""","Bobby McFerrin","Don’t Worry, Be Happy",14,"Don't worry, be happy","1980s"
"1916","1989","""Don't Worry, Be Happy""","Bobby McFerrin","Don’t Worry, Be Happy",15,"The landlord say your rent is late","1980s"
"1917","1989","""Don't Worry, Be Happy""","Bobby McFerrin","Don’t Worry, Be Happy",16,"He may have to litigate","1980s"
"1918","1989","""Don't Worry, Be Happy""","Bobby McFerrin","Don’t Worry, Be Happy",17,"Don't worry, be happy (Look at me, I'm happy)","1980s"
"1919","1989","""Don't Worry, Be Happy""","Bobby McFerrin","Don’t Worry, Be Happy",18,"Don't worry, be happy","1980s"
"1920","1989","""Don't Worry, Be Happy""","Bobby McFerrin","Don’t Worry, Be Happy",19,"(Hey I'll give you my phone number, when you worry call me I'll make you happy!)","1980s"
"1921","1989","""Don't Worry, Be Happy""","Bobby McFerrin","Don’t Worry, Be Happy",20,"Don't worry, be happy","1980s"
"1922","1989","""Don't Worry, Be Happy""","Bobby McFerrin","Don’t Worry, Be Happy",21,"Ain't got no cash, ain't got no style","1980s"
"1923","1989","""Don't Worry, Be Happy""","Bobby McFerrin","Don’t Worry, Be Happy",22,"Ain't got no gal to make you smile","1980s"
"1924","1989","""Don't Worry, Be Happy""","Bobby McFerrin","Don’t Worry, Be Happy",23,"But don't worry, be happy","1980s"
"1925","1989","""Don't Worry, Be Happy""","Bobby McFerrin","Don’t Worry, Be Happy",24,"'Cause when you worry your face will frown","1980s"
"1926","1989","""Don't Worry, Be Happy""","Bobby McFerrin","Don’t Worry, Be Happy",25,"And that will bring everybody down","1980s"
"1927","1989","""Don't Worry, Be Happy""","Bobby McFerrin","Don’t Worry, Be Happy",26,"So don't worry, be happy","1980s"
"1928","1989","""Don't Worry, Be Happy""","Bobby McFerrin","Don’t Worry, Be Happy",27,"Don't worry, be happy now","1980s"
"1929","1989","""Don't Worry, Be Happy""","Bobby McFerrin","Don’t Worry, Be Happy",28,"Don't worry, be happy","1980s"
"1930","1989","""Don't Worry, Be Happy""","Bobby McFerrin","Don’t Worry, Be Happy",29,"Don't worry, be happy","1980s"
"1931","1989","""Don't Worry, Be Happy""","Bobby McFerrin","Don’t Worry, Be Happy",30,"Don't worry, be happy","1980s"
"1932","1989","""Don't Worry, Be Happy""","Bobby McFerrin","Don’t Worry, Be Happy",31,"Don't worry, be happy","1980s"
"1933","1989","""Don't Worry, Be Happy""","Bobby McFerrin","Don’t Worry, Be Happy",32,"Now there is the song I wrote","1980s"
"1934","1989","""Don't Worry, Be Happy""","Bobby McFerrin","Don’t Worry, Be Happy",33,"I hope you learned it note for note, like good little children","1980s"
"1935","1989","""Don't Worry, Be Happy""","Bobby McFerrin","Don’t Worry, Be Happy",34,"Don't worry, be happy","1980s"
"1936","1989","""Don't Worry, Be Happy""","Bobby McFerrin","Don’t Worry, Be Happy",35,"Now listen to what I said, in your life expect some trouble","1980s"
"1937","1989","""Don't Worry, Be Happy""","Bobby McFerrin","Don’t Worry, Be Happy",36,"When you worry you make it double","1980s"
"1938","1989","""Don't Worry, Be Happy""","Bobby McFerrin","Don’t Worry, Be Happy",37,"But don't worry, be happy, be happy now","1980s"
"1939","1989","""Don't Worry, Be Happy""","Bobby McFerrin","Don’t Worry, Be Happy",38,"Don't worry, be happy","1980s"
"1940","1989","""Don't Worry, Be Happy""","Bobby McFerrin","Don’t Worry, Be Happy",39,"Don't worry, be happy","1980s"
"1941","1989","""Don't Worry, Be Happy""","Bobby McFerrin","Don’t Worry, Be Happy",40,"Don't worry, be happy","1980s"
"1942","1989","""Don't Worry, Be Happy""","Bobby McFerrin","Don’t Worry, Be Happy",41,"Don't worry, be happy","1980s"
"1943","1989","""Don't Worry, Be Happy""","Bobby McFerrin","Don’t Worry, Be Happy",42,"Don't worry, be happy(Don't worry, don't worry, don't do it, be happy","1980s"
"1944","1989","""Don't Worry, Be Happy""","Bobby McFerrin","Don’t Worry, Be Happy",43,"Put a smile on your face","1980s"
"1945","1989","""Don't Worry, Be Happy""","Bobby McFerrin","Don’t Worry, Be Happy",44,"Don't bring everybody down like this","1980s"
"1946","1989","""Don't Worry, Be Happy""","Bobby McFerrin","Don’t Worry, Be Happy",45,"Don't worry, it will soon pass whatever it is)","1980s"
"1947","1989","""Don't Worry, Be Happy""","Bobby McFerrin","Don’t Worry, Be Happy",46,"Don't worry, be happy","1980s"
"1948","1989","""Don't Worry, Be Happy""","Bobby McFerrin","Don’t Worry, Be Happy",47,"I'm not worried","1980s"
"1949","1989","""Giving You the Best That I Got""","Anita Baker","Giving You The Best That I Got",1,"Ain't there something I can give you?","1980s"
"1950","1989","""Giving You the Best That I Got""","Anita Baker","Giving You The Best That I Got",2,"In exchange for everything you give to me","1980s"
"1951","1989","""Giving You the Best That I Got""","Anita Baker","Giving You The Best That I Got",3,"Read my mind","1980s"
"1952","1989","""Giving You the Best That I Got""","Anita Baker","Giving You The Best That I Got",4,"And make me feel just fine","1980s"
"1953","1989","""Giving You the Best That I Got""","Anita Baker","Giving You The Best That I Got",5,"When I think my peace of mind is out of reach","1980s"
"1954","1989","""Giving You the Best That I Got""","Anita Baker","Giving You The Best That I Got",6,"The scales are sometimes unbalanced","1980s"
"1955","1989","""Giving You the Best That I Got""","Anita Baker","Giving You The Best That I Got",7,"And you bear the weight of all that has to be","1980s"
"1956","1989","""Giving You the Best That I Got""","Anita Baker","Giving You The Best That I Got",8,"I hope you see that you can lean on me","1980s"
"1957","1989","""Giving You the Best That I Got""","Anita Baker","Giving You The Best That I Got",9,"And together","1980s"
"1958","1989","""Giving You the Best That I Got""","Anita Baker","Giving You The Best That I Got",10,"We can calm a stormy sea","1980s"
"1959","1989","""Giving You the Best That I Got""","Anita Baker","Giving You The Best That I Got",11,"We love so strong and so unselfishly","1980s"
"1960","1989","""Giving You the Best That I Got""","Anita Baker","Giving You The Best That I Got",12,"And I tell you now that I made a vow","1980s"
"1961","1989","""Giving You the Best That I Got""","Anita Baker","Giving You The Best That I Got",13,"I'm giving you the best that I got, baby","1980s"
"1962","1989","""Giving You the Best That I Got""","Anita Baker","Giving You The Best That I Got",14,"Yes, I tell you now","1980s"
"1963","1989","""Giving You the Best That I Got""","Anita Baker","Giving You The Best That I Got",15,"That I made a vow","1980s"
"1964","1989","""Giving You the Best That I Got""","Anita Baker","Giving You The Best That I Got",16,"I'm giving you the best that I got, honey","1980s"
"1965","1989","""Giving You the Best That I Got""","Anita Baker","Giving You The Best That I Got",17,"Everybody's got opinions","1980s"
"1966","1989","""Giving You the Best That I Got""","Anita Baker","Giving You The Best That I Got",18,"'Bout the way they think our story's gonna end","1980s"
"1967","1989","""Giving You the Best That I Got""","Anita Baker","Giving You The Best That I Got",19,"Some folks feel it's just a superficial thrill","1980s"
"1968","1989","""Giving You the Best That I Got""","Anita Baker","Giving You The Best That I Got",20,"Everybody's gonna have to think again","1980s"
"1969","1989","""Giving You the Best That I Got""","Anita Baker","Giving You The Best That I Got",21,"We love so strong and so unselfishly","1980s"
"1970","1989","""Giving You the Best That I Got""","Anita Baker","Giving You The Best That I Got",22,"They don't bother me so I'm gonna keep on","1980s"
